date,amount_rm,description
2026-05-19,350.00,TRANSFER FR A/C JIJUS CAKES TO SHAR IV4965 CELSIUS COFFEE PUTRA
2026-05-19,25.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34861876439041 Celsius Coffee Putr
2026-05-19,55.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34907337730862 Celsius Coffee Nila
2026-05-19,23.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34863130726023 Celsius Coffee Shah
2026-05-19,83.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD CSS13-00018401 Celsius Coffee Shah
2026-05-19,51.90,TRANSFER FR A/C ARIFF IZHAM BIN ABD 10150120260508 Celsius Coffee Shah
2026-05-19,31.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 314821310/102/ Celsius Coffee Shah
2026-05-19,10.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 12358 Celsius Coffee Putra
2026-05-19,72.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD CS-0217119 Celsius Coffee Putra
2026-05-19,867.35,TRANSFER FR A/C DANKOFF SDN BHD IN600149692 CELSIUS COFFEE PUTRA
2026-05-19,631.20,TRANSFER FR A/C RICH PRODUCTS (MALA RTPM-SO110770 Celsius Coffee Shah
2026-05-19,6.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD 000VTS-P060005 Celsius Coffee Tama
2026-05-19,24.20,TRANSFER FR A/C ARIFF IZHAM BIN ABD 000VTS-P020001 Celsius Coffee Tama
2026-05-19,654.24,TRANSFER FR A/C TMM RESOURCES 1 14587 Celsius Coffee Tamar
2026-05-19,27.90,TRANSFER FR A/C ARIFF IZHAM BIN ABD 000VIS-POG0005 Celsius Coffee Tama
2026-05-19,490.68,TRANSFER FR A/C TMM RESOURCES 1-14665 CELSIUS COFFEE TAMAR
2026-05-19,612.60,TRANSFER FR A/C DANKOFF SDN BHD IN600147895 CELSIUS COFFEE TAMAR
2026-05-19,734.35,TRANSFER FR A/C DANKOFF SDN BHD IN600149693 CELSIUS COFFEE TAMAR
2026-05-19,920.00,TRANSFER FR A/C NYC TREATS RESOURCE 1199 Celsius Coffee Tamar
2026-05-19,72.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD C5-0217027 Celsius Coffee Tamar
2026-05-20,2533.50,TRANSFER FR A/C COLLECTIVE PROJECT IV-01987 Celsius Coffee Putra
2026-05-20,2533.50,TRANSFER FR A/C COLLECTIVE PROJECT IV-01989 Celsius Coffee Shah
2026-05-20,426.00,TRANSFER FR A/C ARYZTA FOOD SOLUTIO INV0849665 CELSIUS COFFEE SHAH
2026-05-20,454.50,TRANSFER FR A/C COLLECTIVE PROJECT IV-01990 Celsius Coffee Nilai
2026-05-20,1703.70,TRANSFER FR A/C COLLECTIVE PROJECT IV-01988 Celsius Coffee Tamar
2026-05-20,532.50,TRANSFER FR A/C ARYZTA FOOD SOLUTIO INV-0601 CELSIUS COFFEE PUTRA
2026-05-21,320.00,TRANSFER FR A/C JS BREADSERIE ENTER SO-00586 Celsius Coffee Tamar
2026-05-21,375.00,TRANSFER FR A/C JS BREADSERIE ENTER SO-00584 Celsius Coffee Putra
2026-05-21,281.50,TRANSFER FR A/C COLLECTIVE PROJECT IV-02020 Celsius Coffee Shah
2026-05-21,281.50,TRANSFER FR A/C COLLECTIVE PROJECT IV-02019 Celsius Coffee Putra
2026-05-21,1178.50,TRANSFER FR A/C JG PACIFIC FOODS SD 26050624 CELSIUS COFFEE SHAH
2026-05-21,235.80,TRANSFER FR A/C COLLECTIVE PROJECT IV-02021 Celsius Coffee Tamar
2026-05-21,800.00,TRANSFER FR A/C MULTI-WAYS PACKAGIN Pro.Inv-002124 Celsius Coffee Shah
2026-05-21,320.00,TRANSFER FR A/C JS BREADSERIE ENTER SO-00585 Celsius Coffee Shah
2026-05-21,1618.90,TRANSFER FR A/C JG PACIFIC FOODS SD 26050620 CELSIUS COFFEE PUTRA
2026-05-22,490.00,TRANSFER FR A/C 365EAT FOOD SDN BHD 365IN2605-0069 CELSIUS COFFEE PUTR
2026-05-22,272.00,TRANSFER FR A/C BLANCOZ SDN BHD 26-0477 CELSIUS COFFEE PUTRA
2026-05-22,341.04,TRANSFER FR A/C PASTRY WORLD SDN. B SO2605/2518 CELSIUS COFFEE SHAH
2026-05-22,341.04,TRANSFER FR A/C PASTRY WORLD SDN. B SO2605/2515 CELSIUS COFFEE TAMAR
2026-05-22,360.00,TRANSFER FR A/C 365EAT FOOD SDN BHD 365IN2605-0070 CELSIUS COFFEE SHAH
2026-05-22,341.04,TRANSFER FR A/C PASTRY WORLD SDN. B SO2605/2517 CELSIUS COFFEE PUTRA
2026-05-22,490.00,TRANSFER FR A/C 365EAT FOOD SDN BHD 365IN2605-0071 CELSIUS COFFEE TAMA
2026-05-22,260.00,TRANSFER FR A/C BLANCOZ SDN BHD 26-0479 CELSIUS COFFEE TAMAR
2026-05-22,260.00,TRANSFER FR A/C BLANCOZ SDN BHD 26-0478 CELSIUS COFFEE SHAH
2026-05-25,12.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 8975607 Celsius Coffee Putra
2026-05-25,512.70,TRANSFER FR A/C MILK & MOKA MARKETI IVCT-00011145 Celsius Coffee Shah
2026-05-25,17.40,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34943831932248 Celsius Coffee Nila
2026-05-25,100.00,"TRANSFER FR A/C ARIFF IZHAM BIN ABD 124,1535/2/202 Celsius Coffee Tama"
2026-05-25,396.00,TRANSFER FR A/C MUHAMAD SYAFIQ AIMA ECB-06615 CELSIUS COFFEE SHAH
2026-05-25,594.72,TRANSFER FR A/C TMM RESOURCES 1-14768 CELSIUS COFFEE PUTRA
2026-05-25,25.00,"TRANSFER FR A/C ARIFF IZHAM BIN ABD 12864,12850 Celsius Coffee Putra"
2026-05-25,10.25,TRANSFER FR A/C ARIFF IZHAM BIN ABD 12885 Celsius Coffee Putra
2026-05-25,71.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD Z147 Celsius Coffee Shah
2026-05-25,28.10,TRANSFER FR A/C ARIFF IZHAM BIN ABD H0290420260509 Celsius Coffee Shah
2026-05-25,35.70,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34920816811612 Celsius Coffee Nila
2026-05-25,19.70,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34922003116943 Celsius Coffee Shah
2026-05-25,41.70,TRANSFER FR A/C MUHAMAD SYAFIQ AIMA CS-0213623 CELSIUS COFFEE SHAH
2026-05-25,17.30,TRANSFER FR A/C ARIFF IZHAM BIN ABD HO290120260510 Celsius Coffee Shah
2026-05-25,83.40,TRANSFER FR A/C MUHAMAD SYAFIQ AIMA 346953790969737635B CELSIUS COFFEE
2026-05-25,675.70,TRANSFER FR A/C BEARD BROTHERS MEAT INV2605/002 CELSIUS COFFEE TAMAR
2026-05-25,25.25,TRANSFER FR A/C ARIFF IZHAM BIN ABD 58397634633069 Celsius Coffee Shah
2026-05-25,181.00,TRANSFER FR A/C CATELUX ENTERPRISE F26052354 Celsius Coffee Shah
2026-05-25,336.00,TRANSFER FR A/C MILK & MOKA MARKETI IVCT-00011184 Celsius Coffee Shah
2026-05-25,512.70,TRANSFER FR A/C MILK & MOKA MARKETI IVCT-00011067 Celsius Coffee Shah
2026-05-25,37.90,TRANSFER FR A/C ARIFF IZHAM BIN ABD JGC12613166021 Celsius Coffee Putr
2026-05-25,667.50,TRANSFER FR A/C BEARD BROTHERS MEAT INV2605/003 CELSIUS COFFEE SHAH
2026-05-25,852.60,TRANSFER FR A/C JG PACIFIC FOODS SD 26050777 CELSIUS COFFEE TAMAR
2026-05-25,53.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD QQQVTS-PQ500Q6 Celsius Coffee Tama
2026-05-25,594.72,TRANSFER FR A/C TMM RESOURCES 1-14767 CELSIUS COFFEE TAMAR
2026-05-25,12.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD J6C12613312004 Celsius Coffee Putr
2026-05-25,679.68,TRANSFER FR A/C TMM RESOURCES 1-14696 CELSIUS COFFEE PUTRA
2026-05-25,181.00,TRANSFER FR A/C CATELUX ENTERPRISE F26052361 Celsius Coffee Putra
2026-05-25,1207.90,TRANSFER FR A/C JG PACIFIC FOODS SD 26050776 CELSIUS COFFEE SHAH
2026-05-25,18.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34921596908367 Celsius Coffee Tama
2026-05-25,6.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 737067 Celsius Coffee Putra
2026-05-25,12.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD T2 R00019979 Celsius Coffee Putra
2026-05-25,17.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34922803051450 Celsius Coffee Putr
2026-05-25,181.00,TRANSFER FR A/C CATELUX ENTERPRISE F26052361 CATELUX ENTERPRISE
2026-05-25,19.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 739147 Celsius Coffee Putra
2026-05-25,13.20,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34928156782962 Celsius Coffee Putr
2026-05-25,164.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD 10150720260510 Celsius Coffee Shah
2026-05-25,98.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD CS-0218184 Celsius Coffee Tamar
2026-05-25,8.90,TRANSFER FR A/C ARIFF IZHAM BIN ABD 639252 Celsius Coffee Tamar
2026-05-25,9.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD Z195-T3-420569 Celsius Coffee Tama
2026-05-25,4.05,TRANSFER FR A/C ARIFF IZHAM BIN ABD 000VTS-P060005 Celsius Coffee Tama
2026-05-25,768.00,TRANSFER FR A/C KUALA LUMPUR FRIED 00647576 CELSIUS COFFEE SHAH
2026-05-25,18.95,TRANSFER FR A/C ARIFF IZHAM BIN ABD H0290820260510 Celsius Coffee Shah
2026-05-25,675.70,TRANSFER FR A/C BEARD BROTHERS MEAT INV2605/001 CELSIUS COFFEE PUTRA
2026-05-25,27.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD 736853 Celsius Coffee Putra
2026-05-25,13.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 738365 Celsius Coffee Putra
2026-05-25,144.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 30511106000006 Celsius Coffee Putr
2026-05-25,1300.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 218 Celsius Coffee Tamar
2026-05-25,19.50,"TRANSFER FR A/C ARIFF IZHAM BIN ABD 736982, 737067 Celsius Coffee Putr"
2026-05-25,88.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 12280 Celsius Coffee Putra
2026-05-25,10.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 12875 Celsius Coffee Putra
2026-05-25,4.70,TRANSFER FR A/C ARIFF IZHAM BIN ABD 1907-88899 Celsius Coffee Shah
2026-05-25,11.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD 736073 Celsius Coffee Putra
2026-05-25,9.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD J6K72612916007 Celsius Coffee Putr
2026-05-25,71.50,"TRANSFER FR A/C ARIFF IZHAM BIN ABD 731175, 736334 Celsius Coffee Putr"
2026-05-25,80.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 10150220260513 Celsius Coffee Shah
2026-05-25,14.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34920395843328 Celsius Coffee Putr
2026-05-25,26.40,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34942143949451 Celsius Coffee Putr
2026-05-26,115.36,TRANSFER FR A/C ARIFF IZHAM BIN ABD 26051161SWR056 Celsius Coffee Putr
2026-05-26,61.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD JGC12613617030 Celsius Coffee Putr
2026-05-26,9.90,TRANSFER FR A/C ARIFF IZHAM BIN ABD 2022060617T013 Celsius Coffee Putr
2026-05-26,529.15,TRANSFER FR A/C DANKOFF SDN BHD IN600151076 CELSIUS COFFEE PUTRA
2026-05-26,924.00,TRANSFER FR A/C NYC TREATS RESOURCE 1201 Celsius Coffee Putra
2026-05-26,97.20,TRANSFER FR A/C ARIFF IZHAM BIN ABD JBG12613717601 Celsius Coffee Putr
2026-05-26,13.20,TRANSFER FR A/C ARIFF IZHAM BIN ABD 150531 Celsius Coffee Putra
2026-05-26,281.50,TRANSFER FR A/C COLLECTIVE PROJECT JV-02033 Celsius Coffee Putra
2026-05-26,42.95,TRANSFER FR A/C ARIFF IZHAM BIN ABD H0290230260516 Celsius Coffee Shah
2026-05-26,198.70,TRANSFER FR A/C ARIFF IZHAM BIN ABD A-9A6PWENGWF9O Celsius Coffee Putr
2026-05-26,128.30,TRANSFER FR A/C ARIFF IZHAM BIN ABD A-9AXH9VJGW9BR Celsius Coffee Putr
2026-05-26,51.90,TRANSFER FR A/C ARIFF IZHAM BIN ABD 004379 Celsius Coffee Putra
2026-05-26,14.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 58404102439308 Celsius Coffee Putr
2026-05-26,97.20,TRANSFER FR A/C ARIFF IZHAM BIN ABD JGC12613710001 Celsius Coffee Putr
2026-05-26,25.03,TRANSFER FR A/C ARIFF IZHAM BIN ABD 26051022N6C6EU Celsius Coffee Putr
2026-05-26,8.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD JG612613613620 Celsius Coffee Putr
2026-05-26,504.45,TRANSFER FR A/C DANKOFF SDN BHD IN600151077 CELSIUS COFFEE SHAH
2026-05-26,350.00,TRANSFER FR A/C JIJUS CAKES TO SHAR IV5012 CELSIUS COFFEE SHAH
2026-05-26,894.00,TRANSFER FR A/C NYC TREATS RESOURCE 1203 Celsius Coffee Shah
2026-05-26,97.00,TRANSFER FR A/C COLLECTIVE PROJECT IV-02037 Celsius Coffee Nilai
2026-05-26,188.50,TRANSFER FR A/C COLLECTIVE PROJECT IV-02035 Celsius Coffee Shah
2026-05-26,36.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 2605126WYFC3WW Celsius Coffee Shah
2026-05-26,125.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD A-994OXB3W3XRV Celsius Coffee Shah
2026-05-26,73.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 26051163Q9BFV6 Celsius Coffee Putr
2026-05-26,73.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 26051163MPERGA Celsius Coffee Tama
2026-05-26,11.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD 740295 Celsius Coffee Putra
2026-05-26,11.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD 740251 Celsius Coffee Putra
2026-05-26,176.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD A-98WCS49GX5CT Celsius Coffee Putr
2026-05-26,520.00,TRANSFER FR A/C JIJUS CAKES TO SHAR IV5014 CELSIUS COFFEE PUTRA
2026-05-26,56.17,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260508SBPFPGSM Celsius Coffee Putr
2026-05-26,15.85,TRANSFER FR A/C ARIFF IZHAM BIN ABD JGT26135120043 Celsius Coffee Putr
2026-05-26,30.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 0219527 Celsius Coffee Tamar
2026-05-26,920.00,TRANSFER FR A/C NYC TREATS RESOURCE 1202 Celsius Coffee Tamar
2026-05-26,189.30,TRANSFER FR A/C COLLECTIVE PROJECT IV-02036 Celsius Coffee Tamar
2026-05-26,5.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260506NEUAUJFV Celsius Coffee Tama
2026-05-26,502.55,TRANSFER FR A/C DANKOFF SDN BHD IN600151080 CELSIUS COFFEE TAMAR
2026-05-26,115.36,TRANSFER FR A/C ARIFF IZHAM BIN ABD 26051161VW4HJQ Celsius Coffee Tama
2026-05-26,25.60,TRANSFER FR A/C ARIFF IZHAM BIN ABD SH01 ZI95 Celsius Coffee Tamar
2026-05-26,84.79,TRANSFER FR A/C ARIFF IZHAM BIN ABD A-9AXEF87WW4QN Celsius Coffee Shah
2026-05-26,74.20,TRANSFER FR A/C ARIFF IZHAM BIN ABD GBSA15052026 Celsius Coffee Shah
2026-05-26,6.47,TRANSFER FR A/C ARIFF IZHAM BIN ABD 2605114X2C9E6H Celsius Coffee Shah
2026-05-26,350.00,TRANSFER FR A/C JIJUS CAKES TO SHAR IV5013 CELSIUS COFFEE TAMAR
2026-05-26,73.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 26051163S3J0RS Celsius Coffee Shah
2026-05-26,631.20,TRANSFER FR A/C RICH PRODUCTS (MALA RTPM-SI102465 Celsius Coffee Shah
2026-05-26,10.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 000VTS-P000006 Celsius Coffee Tama
2026-05-26,14.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 070537 Celsius Coffee Tamar
2026-05-26,22.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34964937226890 Celsius Coffee Tama
2026-05-26,22.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34979411674112 Celsius Coffee Tama
2026-05-26,27.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD 001920 Celsius Coffee Tamar
2026-05-26,194.06,TRANSFER FR A/C ARIFF IZHAM BIN ABD A-9A6PJR7WWWJA Celsius Coffee Tama
2026-05-26,60.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 1770123735 Celsius Coffee Putra
2026-05-26,26.44,TRANSFER FR A/C ARIFF IZHAM BIN ABD 2605115VYDXMQR Celsius Coffee Putr
2026-05-28,1180.00,TRANSFER FR A/C XORA ENTERPRISE SDN SO-31522 CELSIUS COFFEE TAMAR
2026-05-28,13.90,TRANSFER FR A/C ARIFF IZHAM BIN ABD 965700208133 Celsius Coffee Tamar
2026-05-28,32.48,TRANSFER FR A/C ARIFF IZHAM BIN ABD 2605211YQHX0JB Celsius Coffee Putr
2026-05-28,40.20,TRANSFER FR A/C ARIFF IZHAM BIN ABD JBC12614215OO2 Celsius Coffee Putr
2026-05-28,13.86,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260517MNC6XJAJ Celsius Coffee Putr
2026-05-28,690.00,TRANSFER FR A/C PXL MARKETING SDN B 148960 CELSIUS COFFEE SHAH
2026-05-28,70.52,TRANSFER FR A/C ARIFF IZHAM BIN ABD 26052369Q622JY Celsius Coffee Shah
2026-05-28,199.88,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260516HRXHC79T Celsius Coffee Shah
2026-05-28,95.70,TRANSFER FR A/C ARIFF IZHAM BIN ABD 10150820260521 Celsius Coffee Shah
2026-05-28,30.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34995854562895 Celsius Coffee Shah
2026-05-28,185.10,TRANSFER FR A/C ARIFF IZHAM BIN ABD JGC12611410002 Celsius Coffee Putr
2026-05-28,8.10,TRANSFER FR A/C ARIFF IZHAM BIN ABD 2207852222386C Celsius Coffee Nila
2026-05-28,113.05,TRANSFER FR A/C ARIFF IZHAM BIN ABD SAS90520260521 Celsius Coffee Shah
2026-05-28,534.50,TRANSFER FR A/C UNIQUE PAPER SDN. B INV-0612 CELSIUS COFFEE SHAH
2026-05-28,465.20,TRANSFER FR A/C UNIQUE PAPER SDN. B INV-0613 CELSIUS COFFEE PUTRA
2026-05-28,11.70,TRANSFER FR A/C ARIFF IZHAM BIN ABD CS-0219961 Celsius Coffee Tamar
2026-05-28,15.30,TRANSFER FR A/C ARIFF IZHAM BIN ABD 35017192545192 Celsius Coffee Putr
2026-05-28,22.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 34994186009205 Celsius Coffee Putr
2026-05-28,128.66,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260522364P8UCY Celsius Coffee Putr
2026-05-28,490.00,TRANSFER FR A/C 365EAT FOOD SDN BHD 365IN2605-0049 CELSIUS COFFEE SHAH
2026-05-28,50.00,"TRANSFER FR A/C ARIFF IZHAM BIN ABD 12290, 07344, Celsius Coffee Putra"
2026-05-28,58.50,"TRANSFER FR A/C ARIFF IZHAM BIN ABD 737977, 733469 Celsius Coffee Putr"
2026-05-28,9.40,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260518Q4YFBSUX Celsius Coffee Putr
2026-05-28,310.50,TRANSFER FR A/C UNIQUE PAPER SDN. B INV-0614 CELSIUS COFFEE TAMAR
2026-05-28,88.75,TRANSFER FR A/C ARIFF IZHAM BIN ABD JGC12014115020 Celsius Coffee Putr
2026-05-28,71.40,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260516H611KA16 Celsius Coffee Putr
2026-05-28,518.70,TRANSFER FR A/C PTS FOOD DISTRIBUTI PF26051612 Celsius Coffee Shah
2026-05-28,16.40,TRANSFER FR A/C ARIFF IZHAM BIN ABD 200765824116 Celsius Coffee Tamar
2026-05-28,11.85,TRANSFER FR A/C ARIFF IZHAM BIN ABD 000VTS-P080006 Celsius Coffee Putr
2026-05-28,17.90,TRANSFER FR A/C ARIFF IZHAM BIN ABD R000443557 Celsius Coffee Shah
2026-05-28,7.10,TRANSFER FR A/C ARIFF IZHAM BIN ABD 29001574241306 Celsius Coffee Putr
2026-05-28,1180.00,TRANSFER FR A/C XORA ENTERPRISE SDN SO-31521 CELSIUS COFFEE SHAH
2026-05-28,30.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 35008643016511 Celsius Coffee Nila
2026-05-28,38.10,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260517M7RCCE7U Celsius Coffee Putr
2026-05-28,130.66,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260515EQMJST56 Celsius Coffee Shah
2026-05-28,13.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 9024285 Celsius Coffee Shah
2026-05-28,25.00,TRANSFER FR A/C ARIFF IZHAM BIN ABD 35008578433205 Celsius Coffee Putr
2026-05-28,43.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260522361UN955 Celsius Coffee Putr
2026-05-28,11.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD 742650CLAIM Celsius Coffee Putra
2026-05-28,124.77,TRANSFER FR A/C ARIFF IZHAM BIN ABD 260517MN9KWRT8 Celsius Coffee Putr
2026-05-28,20.00,"TRANSFER FR A/C ARIFF IZHAM BIN ABD 12253, 12259 Celsius Coffee Putra"
2026-05-28,10.50,TRANSFER FR A/C ARIFF IZHAM BIN ABD 9078354 Celsius Coffee Shah
2026-05-28,31.70,TRANSFER FR A/C ARIFF IZHAM BIN ABD 2605211SFTCE4S Celsius Coffee Shah
2026-05-28,475.00,TRANSFER FR A/C PXL MARKETING SDN B 148962 CELSIUS COFFEE TAMAR
2026-05-28,1180.00,TRANSFER FR A/C XORA ENTERPRISE SDN SO-31520 CELSIUS COFFEE PUTRA
2026-05-28,29.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD 35008612604452 Celsius Coffee Tama
2026-05-28,20.80,TRANSFER FR A/C ARIFF IZHAM BIN ABD 0737 Celsius Coffee Tamar
2026-05-28,690.00,TRANSFER FR A/C PXL MARKETING SDN B 148961 CELSIUS COFFEE PUTRA
2026-05-29,2533.50,TRANSFER FR A/C COLLECTIVE PROJECT IV-02001 Celsius Coffee Putra
2026-05-29,390.00,TRANSFER FR A/C JS BREADSERIE ENTER SO-00594 Celsius Coffee Putra
2026-05-29,296.00,TRANSFER FR A/C BLANCOZ SDN BHD 26-0497 CELSIUS COFFEE PUTRA
2026-05-29,490.00,TRANSFER FR A/C 365EAT FOOD SDN BHD CELSIUS COFFEE TAMAR CELSIUS COFFE
2026-05-29,255.00,TRANSFER FR A/C JIJUS CAKES TO SHAR IV5042 CELSIUS COFFEE SHAH
2026-05-29,320.00,TRANSFER FR A/C JS BREADSERIE ENTER SO-00593 Celsius Coffee Shah
2026-05-29,248.00,TRANSFER FR A/C BLANCOZ SDN BHD 26-0503 CELSIUS COFFEE SHAH
2026-05-29,427.25,TRANSFER FR A/C MILK & MOKA MARKETI IVCT-00011298 Celsius Coffee Shah
2026-05-29,768.00,TRANSFER FR A/C KUALA LUMPUR FRIED 00650682 CELSIUS COFFEE TAMAR
2026-05-29,390.00,TRANSFER FR A/C JS BREADSERIE ENTER SO-00595 Celsius Coffee Tamar
2026-05-29,248.00,TRANSFER FR A/C BLANCOZ SDN BHD 26-0498 CELSIUS COFFEE TAMAR
2026-05-29,594.00,TRANSFER FR A/C JG PACIFIC FOODS SD 26050777 BALANCE CELSIUS COFFEE TA
2026-06-01,1757.85,Celsius Coffee POKET CAPITAL SDN. * Shared service
2026-06-01,1696.50,Celsius Coffee Shah COLLECTIVE PROJECT * IV-02003
2026-06-03,350.00,CELSIUS COFFEE PUTRAJIJUS CAKES TO SHAR* 004067
2026-06-03,1700.70,Celsius Coffee TamarCOLLECTIVE PROJECT * IV 02002
2026-06-03,679.68,CELSIUS COFFEE PUTRATMM RESOURCES * 1-14804
2026-06-03,594.72,CELSIUS COFFEE PUTRATMM RESOURCES * 1-14810
2026-06-03,1425.90,CELSIUS COFFEE PUTRAJG PACIFIC FOODS SD* 26051005
2026-06-03,789.00,Celsius Coffee PutraRICH PRODUCTS (MALA* RTPM-SO112984
2026-06-03,532.50,CELSIUS COFFEE PUTRAARYZTA FOOD SOLUTIO* INV0852563
2026-06-04,424.80,CELSIUS COFFEE TAMARJIJUS CAKES TO SHAR* 1-14811
2026-06-04,363.00,Celsius Coffee Shah CARRIE COFFEE ROAST* INV-2026-0003
2026-06-04,426.00,CELSIUS COFFEE TAMARARYZTA FOOD SOLUTIO* INV0852564
2026-06-04,424.80,Celsius Coffee TamarTMM RESOURCES * 1 14811
2026-06-04,631.20,Celsius Coffee Shah RICH PRODUCTS (MALA* RTPM-SO112966
2026-06-04,427.25,Celsius Coffee Shah MILK & MOKA MARKETI* IVCT-00011350
2026-06-04,350.00,CELSIUS COFFEE SHAH JIJUS CAKES TO SHAR* INV-005
2026-06-04,148.00,CELSIUS COFFEE SHAH BLANCOZ SDN BHD * 26-0525
2026-06-04,272.00,CELSIUS COFFEE TAMARBLANCOZ SDN BHD * 26-0526
2026-06-04,230.00,Celsius Coffee Shah JS BREADSERIE ENTER* SO-00604
2026-06-04,679.68,CELSIUS COFFEE TAMARTMM RESOURCES * 1-14805
2026-06-04,1291.50,Celsius Coffee NilaiCOLLECTIVE PROJECT * IV-02010
2026-06-04,350.00,CELSIUS COFFEE TAMARJIJUS CAKES TO SHAR* INV5066
2026-06-04,2533.50,Celsius Coffee PutraCOLLECTIVE PROJECT * IV-02007
2026-06-04,426.00,CELSIUS COFFEE SHAH ARYZTA FOOD SOLUTIO* INV0852565
2026-06-04,2533.50,Celsius Coffee Shah COLLECTIVE PROJECT * IV-02008
2026-06-04,739.20,CELSIUS COFFEE SHAH JG PACIFIC FOODS SD* 26051006
2026-06-04,1076.00,Celsius Coffee PutraCARRIE COFFEE ROAST* INV-2026-0001
2026-06-04,272.00,CELSIUS COFFEE PUTRABLANCOZ SDN BHD * 26-0524
2026-06-04,160.00,Celsius Coffee TamarJS BREADSERIE ENTER* SO 00605
2026-06-04,509.76,CELSIUS COFFEE NILAITMM RESOURCES * 1-14806
2026-06-06,215.00,Celsius Coffee PutraJS BREADSERIE ENTER* SO-00603
2026-06-06,678.45,Celsius Coffee PutraBGS TRADING SDN. BH* KIV260506588
2026-06-06,679.68,CELSIUS COFFEE PUTRATMM RESOURCES * 1-14818
2026-06-06,475.35,Celsius Coffee PutraBGS TRADING SDN. BH* KIV260508844
2026-06-08,836.90,Celsius Coffee Shah BGS TRADING SDN. BH* KIV260506592
2026-06-08,633.12,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2605-0803
2026-06-08,455.90,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2605-0609
